Classifier 271: 100100100100000100100100 = 6 fitness,0]: 0.27829000000000004 prediction,0]: 276.5343180727898 error,0]: 184.35621204852654 fitness,1]: 0.27829000000000004 prediction,1]: 58.78588161165417 error,1]: 39.19058774110278 Experience: 3 numerisity: 1 weight: ,"1, 0] position: ", 7. 10.]
Classifier 442: 100010010011000100100100 = 3 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",5. 4.]
Classifier 443: 100010010011000100100100 = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",5. 4.]
Classifier 444: 10001001001100010010010# = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",5. 4.]
Classifier 445: 100010010011000100100100 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",5. 4.]
Classifier 446: 100010010011000100100100 = 3 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",5. 4.]
Classifier 447: 100010010011000100100100 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",5. 4.]
Classifier 448: 1000100#0011000100100100 = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",5. 4.]
Classifier 449: 1000100100110001#0100100 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",5. 4.]
Classifier 450: 100010010011000100100100 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",5. 4.]
Classifier 451: 100010010011#00100100100 = 2 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",5. 4.]
Classifier 452: 100010010011000100100100 = 1 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",5. 4.]
Classifier 147: 01#100000100100100100100 = 1 fitness,0]: 0.9998722830622611 prediction,0]: 913.4736930056549 error,0]: 99.92788097849619 fitness,1]: 0.9998722830622611 prediction,1]: 198.30770052774417 error,1]: 4.842658548204601 Experience: 85 numerisity: 1 weight: ,"1, 0] position: ",5. 5.]
Classifier 148: 0111000#0100100100100100 = 0 fitness,0]: 0.7961677792262976 prediction,0]: 604.6135064795093 error,0]: 147.04507193316869 fitness,1]: 0.7961677792262976 prediction,1]: 148.55683377588434 error,1]: 35.24187638965106 Experience: 15 numerisity: 1 weight: ,"1, 0] position: ",5. 5.]
Classifier 149: 0111#000010010010010010# = 5 fitness,0]: 0.8165510013036678 prediction,0]: 580.8523027874023 error,0]: 185.85944957900733 fitness,1]: 0.8165510013036678 prediction,1]: 144.09970644609683 error,1]: 46.54364913932697 Experience: 16 numerisity: 1 weight: ,"1, 0] position: ",5. 5.]
Classifier 150: 011100000100100100100100 = 4 fitness,0]: 0.851406311055971 prediction,0]: 628.4437333790968 error,0]: 201.7408229361394 fitness,1]: 0.851406311055971 prediction,1]: 159.0650465078913 error,1]: 49.50622897709264 Experience: 18 numerisity: 1 weight: ,"1, 0] position: ",5. 5.]
Classifier 151: 011#00000100100100100100 = 3 fitness,0]: 0.6893275098709001 prediction,0]: 584.2416770883908 error,0]: 187.42319968875628 fitness,1]: 0.6893275098709001 prediction,1]: 150.79186099774594 error,1]: 48.86833933823317 Experience: 11 numerisity: 1 weight: ,"1, 0] position: ",5. 5.]
Classifier 152: 011100000100100100100100 = 6 fitness,0]: 0.851406311055971 prediction,0]: 572.3512142463935 error,0]: 176.85806286522785 fitness,1]: 0.851406311055971 prediction,1]: 139.263642777636 error,1]: 39.3009249394608 Experience: 18 numerisity: 1 weight: ,"1, 0] position: ",5. 5.]
Classifier 153: 01110000010010010010010# = 2 fitness,0]: 0.9025076806838226 prediction,0]: 526.4633265758425 error,0]: 199.96157566271677 fitness,1]: 0.9025076806838226 prediction,1]: 141.60799165415847 error,1]: 48.55812210567009 Experience: 22 numerisity: 1 weight: ,"1, 0] position: ",5. 5.]
Classifier 154: 011100000100100100100100 = 2 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",5. 5.]
Classifier 155: 01110000#100100100100100 = 3 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",5. 5.]
Classifier 156: 01110000010010#100100100 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",5. 5.]
Classifier 157: 01110000010010010010010# = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",5. 5.]
Classifier 158: 011100#00100100100100100 = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",5. 5.]
Classifier 159: 01110000010010010#100100 = 1 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",5. 5.]
Classifier 160: 01110000010#100100100100 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",5. 5.]
Classifier 161: 011100000100100100100100 = 2 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",5. 5.]
Classifier 162: 011100000100100100100100 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",5. 5.]
Classifier 163: 0111000001#0100100100100 = 1 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",5. 5.]
Classifier 164: 01110000#100100100100100 = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",5. 5.]
Classifier 165: 011100000100100100100100 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",5. 5.]
Classifier 166: 0111000001001001001001#0 = 3 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",5. 5.]
Classifier 167: 0111000001001001001001#0 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",5. 5.]
Classifier 514: 10010010010010001110#100 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",5. 6.]
Classifier 515: 100100#00100#00011100100 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",5. 6.]
Classifier 516: 100#00100100100011100100 = 2 fitness,0]: 0.1981 prediction,0]: 839.2891527098764 error,0]: 18.74549009521604 fitness,1]: 0.1981 prediction,1]: 192.00529098272563 error,1]: 1.1683107334128522 Experience: 2 numerisity: 1 weight: ,"1, 0] position: ",5. 6.]
Classifier 517: 100100100100100011100100 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",5. 6.]
Classifier 518: 100100100100100011#00100 = 0 fitness,0]: 0.27829000000000004 prediction,0]: 729.7956410176184 error,0]: 7.927513001067155 fitness,1]: 0.27829000000000004 prediction,1]: 154.10570929454448 error,1]: 3.463070720610773 Experience: 3 numerisity: 1 weight: ,"1, 0] position: ",5. 6.]
Classifier 519: 100100100100100011100100 = 3 fitness,0]: 0.109 prediction,0]: 800.5748176117581 error,0]: 0.0 fitness,1]: 0.109 prediction,1]: 188.15669515684132 error,1]: 0.0 Experience: 1 numerisity: 1 weight: ,"1, 0] position: ",5. 6.]
Classifier 520: 100100100100100011100100 = 1 fitness,0]: 0.109 prediction,0]: 858.0730728547676 error,0]: 0.0 fitness,1]: 0.109 prediction,1]: 191.0442679969002 error,1]: 0.0 Experience: 1 numerisity: 1 weight: ,"1, 0] position: ",5. 6.]
Classifier 521: 10010010010010#011100100 = 1 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",5. 6.]
Classifier 522: 1001001001001000#1100100 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",5. 6.]
Classifier 523: 100100100100100011100100 = 3 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",5. 6.]
Classifier 524: 1001001001001000111001#0 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",5. 6.]
Classifier 525: 10##00100100#00011#00100 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",5. 6.]
Classifier 526: 10010010#100100011100100 = 2 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",5. 6.]
Classifier 527: 100100100100100011100100 = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",5. 6.]
Classifier 528: 1001001001001000111#0100 = 2 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",5. 6.]
Classifier 529: 100100100100100011100100 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",5. 6.]
Classifier 530: 1001001001#0100011100100 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",5. 6.]
Classifier 531: 100#00100100100011100100 = 1 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",5. 6.]
Classifier 532: #0010010010010001110#100 = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",5. 6.]
Classifier 533: 100100100100100011100100 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",5. 6.]
Classifier 534: 1001001001#0100011100100 = 3 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",5. 6.]
Classifier 310: 01110010#100100100100100 = 1 fitness,0]: 0.41541490000000003 prediction,0]: 410.6927906117921 error,0]: 221.0062502941114 fitness,1]: 0.41541490000000003 prediction,1]: 98.6242818705564 error,1]: 52.91266467139698 Experience: 5 numerisity: 1 weight: ,"1, 0] position: ",5. 8.]
Classifier 311: 01#1001001001#0100100100 = 2 fitness,0]: 0.47387341000000005 prediction,0]: 377.9834858315828 error,0]: 166.1201932458113 fitness,1]: 0.47387341000000005 prediction,1]: 102.07609152076915 error,1]: 33.19345511779739 Experience: 6 numerisity: 1 weight: ,"1, 0] position: ",5. 8.]
Classifier 312: #1110#1001001001#0100100 = 4 fitness,0]: 0.41541490000000003 prediction,0]: 478.1642168007954 error,0]: 196.72811957239082 fitness,1]: 0.41541490000000003 prediction,1]: 133.03857179560322 error,1]: 46.80398744532714 Experience: 5 numerisity: 1 weight: ,"1, 0] position: ",5. 8.]
Classifier 313: 011100100100100100#0#100 = 3 fitness,0]: 0.27829000000000004 prediction,0]: 251.63568016036598 error,0]: 45.3946153130766 fitness,1]: 0.27829000000000004 prediction,1]: 71.36300221751263 error,1]: 12.878276611944923 Experience: 3 numerisity: 1 weight: ,"1, 0] position: ",5. 8.]
Classifier 314: 01#100100100100100100100 = 0 fitness,0]: 0.1981 prediction,0]: 738.6616331840411 error,0]: 48.405983808296185 fitness,1]: 0.1981 prediction,1]: 174.45414069965608 error,1]: 9.860989554382172 Experience: 2 numerisity: 1 weight: ,"1, 0] position: ",5. 8.]
Classifier 315: 01110010#100100100100100 = 5 fitness,0]: 0.41541490000000003 prediction,0]: 603.3131576190601 error,0]: 119.83732078116194 fitness,1]: 0.41541490000000003 prediction,1]: 142.93635039897012 error,1]: 27.336963621902605 Experience: 5 numerisity: 1 weight: ,"1, 0] position: ",5. 8.]
Classifier 316: 011100100100100100100100 = 6 fitness,0]: 0.5264860690000001 prediction,0]: 617.8829519809248 error,0]: 64.28557976665365 fitness,1]: 0.5264860690000001 prediction,1]: 152.44119276423538 error,1]: 18.12176298848056 Experience: 7 numerisity: 1 weight: ,"1, 0] position: ",5. 8.]
Classifier 317: 0111001001001001001001#0 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",5. 8.]
Classifier 318: 011100100100100100100100 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",5. 8.]
Classifier 319: 011100100100100100100100 = 3 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",5. 8.]
Classifier 320: 011100100#00100100100100 = 2 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",5. 8.]
Classifier 321: 01110010010010#100100100 = 1 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",5. 8.]
Classifier 322: 011100100#0#100100100100 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",5. 8.]
Classifier 323: 0#1100100100100100100100 = 1 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",5. 8.]
Classifier 324: 011#00100100100100100100 = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",5. 8.]
Classifier 325: 0#1100100100100100100100 = 2 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",5. 8.]
Classifier 326: 011#0010010010#100100100 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",5. 8.]
Classifier 327: 011100100100100100100100 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",5. 8.]
Classifier 328: 011100100100100100100100 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",5. 8.]
Classifier 329: 011100100100100100100100 = 3 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",5. 8.]
Classifier 330: 1#000010010010#100100100 = 3 fitness,0]: 0.109 prediction,0]: 817.2183786818605 error,0]: 0.0 fitness,1]: 0.109 prediction,1]: 174.84699456442416 error,1]: 0.0 Experience: 1 numerisity: 1 weight: ,"1, 0] position: ",6. 5.]
Classifier 331: 1000001##100100100100100 = 6 fitness,0]: 0.109 prediction,0]: 461.5593255701285 error,0]: 0.0 fitness,1]: 0.109 prediction,1]: 119.70474954359852 error,1]: 0.0 Experience: 1 numerisity: 1 weight: ,"1, 0] position: ",6. 5.]
Classifier 332: #00000100100100100100100 = 0 fitness,0]: 0.12455646063743893 prediction,0]: 491.1812436435888 error,0]: 106.26412941139941 fitness,1]: 0.2079620810726439 prediction,1]: 123.19844728543067 error,1]: 27.430703995336845 Experience: 7 numerisity: 1 weight: ,"1, 0] position: ",6. 5.]
Classifier 333: 1000001001#0100100100100 = 5 fitness,0]: 0.1981 prediction,0]: 546.9553480213044 error,0]: 57.915160914241824 fitness,1]: 0.1981 prediction,1]: 140.82935967290234 error,1]: 12.53514882820238 Experience: 2 numerisity: 1 weight: ,"1, 0] position: ",6. 5.]
Classifier 334: 100000100100100100100100 = 4 fitness,0]: 0.41541490000000003 prediction,0]: 607.3470547090765 error,0]: 211.71935895858266 fitness,1]: 0.41541490000000003 prediction,1]: 155.53154021824295 error,1]: 53.11906919904002 Experience: 5 numerisity: 1 weight: ,"1, 0] position: ",6. 5.]
Classifier 335: 100000100100100100100100 = 1 fitness,0]: 0.1981 prediction,0]: 866.7404776310784 error,0]: 66.62976118446079 fitness,1]: 0.1981 prediction,1]: 192.97400807767696 error,1]: 3.512995961161522 Experience: 2 numerisity: 1 weight: ,"1, 0] position: ",6. 5.]
Classifier 336: 100000#001#0100100100100 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",6. 5.]
Classifier 337: 10000010010#100100100100 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",6. 5.]
Classifier 338: 100000100100100100100100 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",6. 5.]
Classifier 339: 100000100100100100100100 = 2 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",6. 5.]
Classifier 340: 1000001001001001001#0100 = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",6. 5.]
Classifier 341: 100000100100#00100100100 = 1 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",6. 5.]
Classifier 342: 100000100100100100#0#100 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",6. 5.]
Classifier 343: 1000001001001#0100100100 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",6. 5.]
Classifier 344: 100000100100#0010010#100 = 2 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",6. 5.]
Classifier 345: 100000#001#0100100100100 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",6. 5.]
Classifier 346: 10#0001001001001001#0100 = 1 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",6. 5.]
Classifier 347: 10000010010##00100100100 = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",6. 5.]
Classifier 348: 100000100100100100100100 = 3 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",6. 5.]
Classifier 231: 01001101#0001#0100100100 = 6 fitness,0]: 0.8165510013036678 prediction,0]: 730.8247399787331 error,0]: 157.83814677507831 fitness,1]: 0.8165510013036678 prediction,1]: 159.10144806937075 error,1]: 34.96355188761641 Experience: 16 numerisity: 1 weight: ,"1, 0] position: ",7. 4.]
Classifier 232: 010011010000100100100100 = 4 fitness,0]: 0.41541490000000003 prediction,0]: 704.3177984912662 error,0]: 163.44107140971067 fitness,1]: 0.41541490000000003 prediction,1]: 153.54257023875414 error,1]: 36.84235993965485 Experience: 5 numerisity: 1 weight: ,"1, 0] position: ",7. 4.]
Classifier 233: 010011010000100100100100 = 5 fitness,0]: 0.41541490000000003 prediction,0]: 642.7850335405874 error,0]: 215.00577490981652 fitness,1]: 0.41541490000000003 prediction,1]: 143.03490644908254 error,1]: 42.07662309601566 Experience: 5 numerisity: 1 weight: ,"1, 0] position: ",7. 4.]
Classifier 234: 010011010000100100100100 = 1 fitness,0]: 0.9481885843302913 prediction,0]: 916.9579808432939 error,0]: 156.89925910057156 fitness,1]: 0.9481885843302913 prediction,1]: 190.4144944193482 error,1]: 19.46711310507691 Experience: 28 numerisity: 1 weight: ,"1, 0] position: ",7. 4.]
Classifier 235: 010011010000100100100100 = 3 fitness,0]: 0.5264860690000001 prediction,0]: 330.83697523700187 error,0]: 223.74195732870336 fitness,1]: 0.5264860690000001 prediction,1]: 73.50442250989819 error,1]: 50.06941934860395 Experience: 7 numerisity: 1 weight: ,"1, 0] position: ",7. 4.]
Classifier 236: 010011010000100100100100 = 0 fitness,0]: 0.7735197546958862 prediction,0]: 753.0553720940331 error,0]: 167.67351444544994 fitness,1]: 0.7735197546958862 prediction,1]: 168.87904016870314 error,1]: 36.34708145120185 Experience: 14 numerisity: 1 weight: ,"1, 0] position: ",7. 4.]
Classifier 237: 0100110#000010##00100100 = 2 fitness,0]: 0.27829000000000004 prediction,0]: 575.5639711547865 error,0]: 71.04076221827768 fitness,1]: 0.27829000000000004 prediction,1]: 140.71893394530468 error,1]: 14.246644322060451 Experience: 3 numerisity: 1 weight: ,"1, 0] position: ",7. 4.]
Classifier 238: 010011010000100100100100 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",7. 4.]
Classifier 239: 0100110100##100#00100100 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",7. 4.]
Classifier 240: #10011010000100100100#00 = 2 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",7. 4.]
